file_path,label
./prospace_assignment/prospace_assignment\111_2022_9.tif,growing
./prospace_assignment/prospace_assignment\111_2023_0.tif,lush
./prospace_assignment/prospace_assignment\111_2023_1.tif,growing
./prospace_assignment/prospace_assignment\111_2023_2.tif,growing
./prospace_assignment/prospace_assignment\111_2023_3.tif,growing
./prospace_assignment/prospace_assignment\112_2022_10.tif,growing
./prospace_assignment/prospace_assignment\112_2022_11.tif,growing
./prospace_assignment/prospace_assignment\112_2022_4.tif,growing
./prospace_assignment/prospace_assignment\112_2022_5.tif,growing
./prospace_assignment/prospace_assignment\112_2022_6.tif,growing
./prospace_assignment/prospace_assignment\112_2022_7.tif,growing
./prospace_assignment/prospace_assignment\112_2022_8.tif,growing
./prospace_assignment/prospace_assignment\112_2022_9.tif,lush
./prospace_assignment/prospace_assignment\112_2023_0.tif,growing
./prospace_assignment/prospace_assignment\112_2023_1.tif,growing
./prospace_assignment/prospace_assignment\112_2023_2.tif,growing
./prospace_assignment/prospace_assignment\112_2023_3.tif,growing
./prospace_assignment/prospace_assignment\113_2022_10.tif,growing
./prospace_assignment/prospace_assignment\113_2022_11.tif,growing
./prospace_assignment/prospace_assignment\113_2022_4.tif,growing
./prospace_assignment/prospace_assignment\113_2022_5.tif,growing
./prospace_assignment/prospace_assignment\113_2022_6.tif,growing
./prospace_assignment/prospace_assignment\113_2022_7.tif,lush
./prospace_assignment/prospace_assignment\113_2022_8.tif,lush
./prospace_assignment/prospace_assignment\113_2022_9.tif,lush
./prospace_assignment/prospace_assignment\113_2023_0.tif,growing
./prospace_assignment/prospace_assignment\113_2023_1.tif,growing
./prospace_assignment/prospace_assignment\113_2023_2.tif,growing
./prospace_assignment/prospace_assignment\113_2023_3.tif,growing
./prospace_assignment/prospace_assignment\114_2022_10.tif,lush
./prospace_assignment/prospace_assignment\114_2022_11.tif,growing
./prospace_assignment/prospace_assignment\114_2022_4.tif,growing
./prospace_assignment/prospace_assignment\114_2022_5.tif,growing
./prospace_assignment/prospace_assignment\114_2022_6.tif,growing
./prospace_assignment/prospace_assignment\114_2022_7.tif,growing
./prospace_assignment/prospace_assignment\114_2022_8.tif,lush
./prospace_assignment/prospace_assignment\114_2022_9.tif,growing
./prospace_assignment/prospace_assignment\114_2023_0.tif,growing
./prospace_assignment/prospace_assignment\114_2023_1.tif,growing
./prospace_assignment/prospace_assignment\114_2023_2.tif,growing
./prospace_assignment/prospace_assignment\114_2023_3.tif,growing
./prospace_assignment/prospace_assignment\115_2022_10.tif,growing
./prospace_assignment/prospace_assignment\115_2022_11.tif,growing
./prospace_assignment/prospace_assignment\115_2022_4.tif,growing
./prospace_assignment/prospace_assignment\115_2022_5.tif,growing
./prospace_assignment/prospace_assignment\115_2022_6.tif,growing
./prospace_assignment/prospace_assignment\115_2022_7.tif,lush
./prospace_assignment/prospace_assignment\115_2022_8.tif,lush
./prospace_assignment/prospace_assignment\115_2022_9.tif,growing
./prospace_assignment/prospace_assignment\115_2023_0.tif,lush
./prospace_assignment/prospace_assignment\115_2023_1.tif,lush
./prospace_assignment/prospace_assignment\115_2023_2.tif,growing
./prospace_assignment/prospace_assignment\115_2023_3.tif,growing
./prospace_assignment/prospace_assignment\116_2022_10.tif,growing
./prospace_assignment/prospace_assignment\116_2022_11.tif,growing
./prospace_assignment/prospace_assignment\116_2022_4.tif,growing
./prospace_assignment/prospace_assignment\116_2022_5.tif,growing
./prospace_assignment/prospace_assignment\116_2022_6.tif,growing
./prospace_assignment/prospace_assignment\116_2022_7.tif,lush
./prospace_assignment/prospace_assignment\116_2022_8.tif,growing
./prospace_assignment/prospace_assignment\116_2022_9.tif,growing
./prospace_assignment/prospace_assignment\116_2023_0.tif,lush
./prospace_assignment/prospace_assignment\116_2023_1.tif,growing
./prospace_assignment/prospace_assignment\116_2023_2.tif,growing
./prospace_assignment/prospace_assignment\116_2023_3.tif,growing
./prospace_assignment/prospace_assignment\117_2022_10.tif,growing
./prospace_assignment/prospace_assignment\117_2022_11.tif,growing
./prospace_assignment/prospace_assignment\117_2022_4.tif,growing
./prospace_assignment/prospace_assignment\117_2022_5.tif,growing
./prospace_assignment/prospace_assignment\117_2022_6.tif,growing
./prospace_assignment/prospace_assignment\117_2022_7.tif,lush
./prospace_assignment/prospace_assignment\117_2022_8.tif,growing
./prospace_assignment/prospace_assignment\117_2022_9.tif,growing
./prospace_assignment/prospace_assignment\117_2023_0.tif,lush
./prospace_assignment/prospace_assignment\117_2023_1.tif,growing
./prospace_assignment/prospace_assignment\117_2023_2.tif,growing
./prospace_assignment/prospace_assignment\117_2023_3.tif,growing
./prospace_assignment/prospace_assignment\118_2022_10.tif,growing
./prospace_assignment/prospace_assignment\118_2022_11.tif,growing
./prospace_assignment/prospace_assignment\118_2022_4.tif,growing
./prospace_assignment/prospace_assignment\118_2022_5.tif,growing
./prospace_assignment/prospace_assignment\118_2022_6.tif,growing
./prospace_assignment/prospace_assignment\118_2022_7.tif,no_crop
./prospace_assignment/prospace_assignment\118_2022_8.tif,lush
./prospace_assignment/prospace_assignment\118_2022_9.tif,growing
./prospace_assignment/prospace_assignment\118_2023_0.tif,lush
./prospace_assignment/prospace_assignment\118_2023_1.tif,growing
./prospace_assignment/prospace_assignment\118_2023_2.tif,growing
./prospace_assignment/prospace_assignment\118_2023_3.tif,growing
./prospace_assignment/prospace_assignment\119_2022_10.tif,growing
./prospace_assignment/prospace_assignment\119_2022_11.tif,growing
./prospace_assignment/prospace_assignment\119_2022_4.tif,growing
./prospace_assignment/prospace_assignment\119_2022_5.tif,growing
./prospace_assignment/prospace_assignment\119_2022_6.tif,no_crop
./prospace_assignment/prospace_assignment\119_2022_7.tif,lush
./prospace_assignment/prospace_assignment\119_2022_8.tif,lush
./prospace_assignment/prospace_assignment\119_2022_9.tif,growing
./prospace_assignment/prospace_assignment\119_2023_0.tif,lush
./prospace_assignment/prospace_assignment\119_2023_1.tif,growing
./prospace_assignment/prospace_assignment\119_2023_2.tif,growing
./prospace_assignment/prospace_assignment\119_2023_3.tif,growing
./prospace_assignment/prospace_assignment\11_2022_10.tif,growing
./prospace_assignment/prospace_assignment\11_2022_11.tif,growing
./prospace_assignment/prospace_assignment\11_2022_4.tif,growing
./prospace_assignment/prospace_assignment\11_2022_5.tif,growing
./prospace_assignment/prospace_assignment\11_2022_6.tif,growing
./prospace_assignment/prospace_assignment\11_2022_7.tif,growing
./prospace_assignment/prospace_assignment\11_2022_8.tif,growing
./prospace_assignment/prospace_assignment\11_2022_9.tif,growing
./prospace_assignment/prospace_assignment\11_2023_0.tif,growing
./prospace_assignment/prospace_assignment\11_2023_1.tif,growing
./prospace_assignment/prospace_assignment\11_2023_2.tif,growing
./prospace_assignment/prospace_assignment\11_2023_3.tif,growing
./prospace_assignment/prospace_assignment\120_2022_10.tif,growing
./prospace_assignment/prospace_assignment\120_2022_11.tif,growing
./prospace_assignment/prospace_assignment\120_2022_4.tif,growing
./prospace_assignment/prospace_assignment\120_2022_5.tif,growing
./prospace_assignment/prospace_assignment\120_2022_6.tif,growing
./prospace_assignment/prospace_assignment\120_2022_7.tif,lush
./prospace_assignment/prospace_assignment\120_2022_8.tif,growing
./prospace_assignment/prospace_assignment\120_2022_9.tif,growing
./prospace_assignment/prospace_assignment\120_2023_0.tif,growing
./prospace_assignment/prospace_assignment\120_2023_1.tif,growing
./prospace_assignment/prospace_assignment\120_2023_2.tif,growing
./prospace_assignment/prospace_assignment\120_2023_3.tif,growing
./prospace_assignment/prospace_assignment\121_2022_10.tif,growing
./prospace_assignment/prospace_assignment\121_2022_11.tif,growing
./prospace_assignment/prospace_assignment\121_2022_4.tif,growing
./prospace_assignment/prospace_assignment\121_2022_5.tif,growing
./prospace_assignment/prospace_assignment\121_2022_6.tif,growing
./prospace_assignment/prospace_assignment\121_2022_7.tif,growing
./prospace_assignment/prospace_assignment\121_2022_8.tif,growing
./prospace_assignment/prospace_assignment\121_2022_9.tif,lush
./prospace_assignment/prospace_assignment\121_2023_0.tif,growing
./prospace_assignment/prospace_assignment\121_2023_1.tif,growing
./prospace_assignment/prospace_assignment\121_2023_2.tif,growing
./prospace_assignment/prospace_assignment\121_2023_3.tif,growing
./prospace_assignment/prospace_assignment\122_2022_10.tif,lush
./prospace_assignment/prospace_assignment\122_2022_11.tif,growing
./prospace_assignment/prospace_assignment\122_2022_4.tif,growing
./prospace_assignment/prospace_assignment\122_2022_5.tif,growing
./prospace_assignment/prospace_assignment\122_2022_6.tif,growing
./prospace_assignment/prospace_assignment\122_2022_7.tif,growing
./prospace_assignment/prospace_assignment\122_2022_8.tif,growing
./prospace_assignment/prospace_assignment\122_2022_9.tif,lush
./prospace_assignment/prospace_assignment\122_2023_0.tif,growing
./prospace_assignment/prospace_assignment\122_2023_1.tif,growing
./prospace_assignment/prospace_assignment\122_2023_2.tif,growing
./prospace_assignment/prospace_assignment\122_2023_3.tif,growing
./prospace_assignment/prospace_assignment\123_2022_10.tif,growing
./prospace_assignment/prospace_assignment\123_2022_11.tif,growing
./prospace_assignment/prospace_assignment\123_2022_4.tif,growing
./prospace_assignment/prospace_assignment\123_2022_5.tif,growing
./prospace_assignment/prospace_assignment\123_2022_6.tif,growing
./prospace_assignment/prospace_assignment\123_2022_7.tif,growing
./prospace_assignment/prospace_assignment\123_2022_8.tif,growing
./prospace_assignment/prospace_assignment\123_2022_9.tif,growing
./prospace_assignment/prospace_assignment\123_2023_0.tif,lush
./prospace_assignment/prospace_assignment\123_2023_1.tif,growing
./prospace_assignment/prospace_assignment\123_2023_2.tif,growing
./prospace_assignment/prospace_assignment\123_2023_3.tif,growing
./prospace_assignment/prospace_assignment\124_2022_10.tif,lush
./prospace_assignment/prospace_assignment\124_2022_11.tif,growing
./prospace_assignment/prospace_assignment\124_2022_4.tif,growing
./prospace_assignment/prospace_assignment\124_2022_5.tif,growing
./prospace_assignment/prospace_assignment\124_2022_6.tif,growing
./prospace_assignment/prospace_assignment\124_2022_7.tif,lush
./prospace_assignment/prospace_assignment\124_2022_8.tif,growing
./prospace_assignment/prospace_assignment\124_2022_9.tif,growing
./prospace_assignment/prospace_assignment\124_2023_0.tif,growing
./prospace_assignment/prospace_assignment\124_2023_1.tif,growing
./prospace_assignment/prospace_assignment\124_2023_2.tif,growing
./prospace_assignment/prospace_assignment\124_2023_3.tif,growing
./prospace_assignment/prospace_assignment\125_2022_10.tif,growing
./prospace_assignment/prospace_assignment\125_2022_11.tif,growing
./prospace_assignment/prospace_assignment\125_2022_4.tif,growing
./prospace_assignment/prospace_assignment\125_2022_5.tif,growing
./prospace_assignment/prospace_assignment\125_2022_6.tif,growing
./prospace_assignment/prospace_assignment\125_2022_7.tif,lush
./prospace_assignment/prospace_assignment\125_2022_8.tif,growing
./prospace_assignment/prospace_assignment\125_2022_9.tif,growing
./prospace_assignment/prospace_assignment\125_2023_0.tif,lush
./prospace_assignment/prospace_assignment\125_2023_1.tif,growing
./prospace_assignment/prospace_assignment\125_2023_2.tif,growing
./prospace_assignment/prospace_assignment\125_2023_3.tif,growing
./prospace_assignment/prospace_assignment\126_2022_10.tif,growing
./prospace_assignment/prospace_assignment\126_2022_11.tif,growing
./prospace_assignment/prospace_assignment\126_2022_4.tif,growing
./prospace_assignment/prospace_assignment\126_2022_5.tif,growing
./prospace_assignment/prospace_assignment\126_2022_6.tif,growing
./prospace_assignment/prospace_assignment\126_2022_7.tif,growing
./prospace_assignment/prospace_assignment\126_2022_8.tif,lush
./prospace_assignment/prospace_assignment\126_2022_9.tif,lush
./prospace_assignment/prospace_assignment\126_2023_0.tif,lush
./prospace_assignment/prospace_assignment\126_2023_1.tif,growing
./prospace_assignment/prospace_assignment\126_2023_2.tif,growing
./prospace_assignment/prospace_assignment\126_2023_3.tif,growing
./prospace_assignment/prospace_assignment\127_2022_10.tif,growing
./prospace_assignment/prospace_assignment\127_2022_11.tif,growing
./prospace_assignment/prospace_assignment\127_2022_4.tif,growing
./prospace_assignment/prospace_assignment\127_2022_5.tif,growing
./prospace_assignment/prospace_assignment\127_2022_6.tif,growing
./prospace_assignment/prospace_assignment\127_2022_7.tif,growing
./prospace_assignment/prospace_assignment\127_2022_8.tif,lush
./prospace_assignment/prospace_assignment\127_2022_9.tif,growing
./prospace_assignment/prospace_assignment\127_2023_0.tif,growing
./prospace_assignment/prospace_assignment\127_2023_1.tif,growing
./prospace_assignment/prospace_assignment\127_2023_2.tif,growing
./prospace_assignment/prospace_assignment\127_2023_3.tif,growing
./prospace_assignment/prospace_assignment\128_2022_10.tif,growing
./prospace_assignment/prospace_assignment\128_2022_11.tif,growing
./prospace_assignment/prospace_assignment\128_2022_4.tif,growing
./prospace_assignment/prospace_assignment\128_2022_5.tif,growing
./prospace_assignment/prospace_assignment\128_2022_6.tif,no_crop
./prospace_assignment/prospace_assignment\128_2022_7.tif,lush
./prospace_assignment/prospace_assignment\128_2022_8.tif,lush
./prospace_assignment/prospace_assignment\128_2022_9.tif,lush
./prospace_assignment/prospace_assignment\128_2023_0.tif,lush
./prospace_assignment/prospace_assignment\128_2023_1.tif,growing
./prospace_assignment/prospace_assignment\128_2023_2.tif,growing
./prospace_assignment/prospace_assignment\128_2023_3.tif,growing
./prospace_assignment/prospace_assignment\129_2022_10.tif,lush
./prospace_assignment/prospace_assignment\129_2022_11.tif,growing
./prospace_assignment/prospace_assignment\129_2022_4.tif,growing
./prospace_assignment/prospace_assignment\129_2022_5.tif,growing
./prospace_assignment/prospace_assignment\129_2022_6.tif,growing
./prospace_assignment/prospace_assignment\129_2022_7.tif,growing
./prospace_assignment/prospace_assignment\129_2022_8.tif,growing
./prospace_assignment/prospace_assignment\129_2022_9.tif,lush
./prospace_assignment/prospace_assignment\129_2023_0.tif,growing
./prospace_assignment/prospace_assignment\129_2023_1.tif,growing
./prospace_assignment/prospace_assignment\129_2023_2.tif,growing
./prospace_assignment/prospace_assignment\129_2023_3.tif,growing
./prospace_assignment/prospace_assignment\12_2022_10.tif,growing
./prospace_assignment/prospace_assignment\12_2022_11.tif,growing
./prospace_assignment/prospace_assignment\12_2022_4.tif,growing
./prospace_assignment/prospace_assignment\12_2022_5.tif,growing
./prospace_assignment/prospace_assignment\12_2022_6.tif,no_crop
./prospace_assignment/prospace_assignment\12_2022_7.tif,growing
./prospace_assignment/prospace_assignment\12_2022_8.tif,lush
./prospace_assignment/prospace_assignment\12_2022_9.tif,growing
./prospace_assignment/prospace_assignment\12_2023_0.tif,lush
./prospace_assignment/prospace_assignment\12_2023_1.tif,growing
./prospace_assignment/prospace_assignment\12_2023_2.tif,growing
./prospace_assignment/prospace_assignment\12_2023_3.tif,growing
./prospace_assignment/prospace_assignment\130_2022_10.tif,growing
./prospace_assignment/prospace_assignment\130_2022_11.tif,growing
./prospace_assignment/prospace_assignment\130_2022_4.tif,growing
./prospace_assignment/prospace_assignment\130_2022_5.tif,growing
./prospace_assignment/prospace_assignment\130_2022_6.tif,growing
./prospace_assignment/prospace_assignment\130_2022_7.tif,growing
./prospace_assignment/prospace_assignment\130_2022_8.tif,growing
./prospace_assignment/prospace_assignment\130_2022_9.tif,growing
./prospace_assignment/prospace_assignment\130_2023_0.tif,growing
./prospace_assignment/prospace_assignment\130_2023_1.tif,growing
./prospace_assignment/prospace_assignment\130_2023_2.tif,growing
./prospace_assignment/prospace_assignment\130_2023_3.tif,growing
./prospace_assignment/prospace_assignment\131_2022_10.tif,growing
./prospace_assignment/prospace_assignment\131_2022_11.tif,lush
./prospace_assignment/prospace_assignment\131_2022_4.tif,growing
./prospace_assignment/prospace_assignment\131_2022_5.tif,growing
./prospace_assignment/prospace_assignment\131_2022_6.tif,growing
./prospace_assignment/prospace_assignment\131_2022_7.tif,growing
./prospace_assignment/prospace_assignment\131_2022_8.tif,growing
./prospace_assignment/prospace_assignment\131_2022_9.tif,growing
./prospace_assignment/prospace_assignment\131_2023_0.tif,growing
./prospace_assignment/prospace_assignment\131_2023_1.tif,lush
./prospace_assignment/prospace_assignment\131_2023_2.tif,growing
./prospace_assignment/prospace_assignment\131_2023_3.tif,growing
./prospace_assignment/prospace_assignment\132_2022_10.tif,growing
./prospace_assignment/prospace_assignment\132_2022_11.tif,growing
./prospace_assignment/prospace_assignment\132_2022_4.tif,growing
./prospace_assignment/prospace_assignment\132_2022_5.tif,growing
./prospace_assignment/prospace_assignment\132_2022_6.tif,growing
./prospace_assignment/prospace_assignment\132_2022_7.tif,growing
./prospace_assignment/prospace_assignment\132_2022_8.tif,lush
./prospace_assignment/prospace_assignment\132_2022_9.tif,growing
./prospace_assignment/prospace_assignment\132_2023_0.tif,lush
./prospace_assignment/prospace_assignment\132_2023_1.tif,growing
./prospace_assignment/prospace_assignment\132_2023_2.tif,growing
./prospace_assignment/prospace_assignment\132_2023_3.tif,growing
./prospace_assignment/prospace_assignment\133_2022_10.tif,lush
./prospace_assignment/prospace_assignment\133_2022_11.tif,growing
./prospace_assignment/prospace_assignment\133_2022_4.tif,growing
./prospace_assignment/prospace_assignment\133_2022_5.tif,growing
./prospace_assignment/prospace_assignment\133_2022_6.tif,growing
./prospace_assignment/prospace_assignment\133_2022_7.tif,growing
./prospace_assignment/prospace_assignment\133_2022_8.tif,growing
./prospace_assignment/prospace_assignment\133_2022_9.tif,lush
./prospace_assignment/prospace_assignment\133_2023_0.tif,growing
./prospace_assignment/prospace_assignment\133_2023_1.tif,growing
./prospace_assignment/prospace_assignment\133_2023_2.tif,growing
./prospace_assignment/prospace_assignment\133_2023_3.tif,growing
./prospace_assignment/prospace_assignment\134_2022_10.tif,growing
./prospace_assignment/prospace_assignment\134_2022_11.tif,growing
./prospace_assignment/prospace_assignment\134_2022_4.tif,growing
./prospace_assignment/prospace_assignment\134_2022_5.tif,growing
./prospace_assignment/prospace_assignment\134_2022_6.tif,growing
./prospace_assignment/prospace_assignment\134_2022_7.tif,lush
./prospace_assignment/prospace_assignment\134_2022_8.tif,growing
./prospace_assignment/prospace_assignment\134_2022_9.tif,growing
./prospace_assignment/prospace_assignment\134_2023_0.tif,lush
./prospace_assignment/prospace_assignment\134_2023_1.tif,growing
./prospace_assignment/prospace_assignment\134_2023_2.tif,growing
./prospace_assignment/prospace_assignment\134_2023_3.tif,growing
./prospace_assignment/prospace_assignment\135_2022_10.tif,growing
./prospace_assignment/prospace_assignment\135_2022_11.tif,growing
./prospace_assignment/prospace_assignment\135_2022_4.tif,growing
./prospace_assignment/prospace_assignment\135_2022_5.tif,growing
./prospace_assignment/prospace_assignment\135_2022_6.tif,growing
./prospace_assignment/prospace_assignment\135_2022_7.tif,growing
./prospace_assignment/prospace_assignment\135_2022_8.tif,lush
./prospace_assignment/prospace_assignment\135_2022_9.tif,lush
./prospace_assignment/prospace_assignment\135_2023_0.tif,lush
